trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.09000001213260708, 'e': 0.030346673687106564}",30,16,13.453482824311404,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.09000001091934637, 'e': 0.02973974021336443}",20,1,26.639618133970064,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.09000000982741173, 'e': 0.029144945409097144}",35,9,42.48268770071928,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.09000000884467056, 'e': 0.0285620465009152}",25,0,26.497283935349834,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.0900000079602035, 'e': 0.027990805570896896}",20,12,11.045891574297471,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.09000000716418315, 'e': 0.027430989459478958}",25,18,12.60874837693228,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.09000000644776483, 'e': 0.026882369670289376}",20,8,19.161494846269534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.09000000580298835, 'e': 0.02634472227688359}",30,20,15.582704061178939,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.09000000522268951, 'e': 0.025817827831345917}",20,16,9.356642887988317,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.09000000470042056, 'e': 0.025301471274718997}",20,9,18.206497876956092,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.0900000042303785, 'e': 0.024795441849224616}",30,19,10.589491462430585,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.09000000380734066, 'e': 0.024299533012240124}",20,11,4.227846886489279,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.09000000342660659, 'e': 0.023813542351995322}",35,3,43.38693133291503,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.09000000308394593, 'e': 0.023337271504955414}",30,15,26.06712571854434,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.09000000277555134, 'e': 0.022870526074856307}",35,22,23.351658342120736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.09000000249799621, 'e': 0.02241311555335918}",20,0,25.60141571776047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.09000000224819658, 'e': 0.021964853242291995}",20,0,27.540297687328437,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.09000000202337692, 'e': 0.021525556177446156}",25,0,33.78395919556724,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
192,False,"{'a': 0.09000000182103923, 'e': 0.02109504505389723}",25,16,16.507528717617294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.0900000016389353, 'e': 0.020673144152819286}",25,9,23.848651756711273,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.09000000147504178, 'e': 0.0202596812697629}",25,3,27.9401584948367,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.0900000013275376, 'e': 0.019854487644367643}",30,20,17.259893227322454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.09000000119478384, 'e': 0.01945739789148029}",25,11,-18.06602466218125,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.09000000107530545, 'e': 0.019068249933650683}",25,12,19.120710258854157,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.09000000096777491, 'e': 0.01868688493497767}",20,2,21.853277334334713,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.09000000087099742, 'e': 0.018313147236278113}",20,5,26.98716843022098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.09000000078389768, 'e': 0.017946884291552553}",20,0,-1.1529271822707712,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
201,False,"{'a': 0.09000000070550791, 'e': 0.0175879466057215}",30,16,20.522146966442765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.09000000063495711, 'e': 0.01723618767360707}",35,22,21.600000637208808,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.0900000005714614, 'e': 0.01689146392013493}",25,3,33.44487494360328,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.09000000051431527, 'e': 0.01655363464173223}",30,1,40.334558467291025,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.09000000046288374, 'e': 0.016222561948897585}",20,11,16.75152606282098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.09000000041659537, 'e': 0.015898110709919634}",20,9,10.827224186717276,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.09000000037493583, 'e': 0.01558014849572124}",20,14,10.884611786104696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.09000000033744224, 'e': 0.015268545525806814}",25,10,19.805390355819508,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.09000000030369802, 'e': 0.014963174615290679}",25,17,12.17359903574857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.09000000027332822, 'e': 0.014663911122984865}",25,0,22.788622060899815,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.0900000002459954, 'e': 0.014370632900525168}",30,4,37.255386818487125,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.09000000022139586, 'e': 0.014083220242514663}",20,9,17.17849034173268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.09000000019925627, 'e': 0.01380155583766437}",20,10,16.67793952966737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.09000000017933064, 'e': 0.013525524720911083}",20,10,14.677074753053486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.09000000016139757, 'e': 0.01325501422649286}",25,14,21.298880434676022,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.09000000014525782, 'e': 0.012989913941963003}",25,8,29.24980462805838,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.09000000013073203, 'e': 0.012730115663123744}",30,15,-12.580589127467185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.09000000011765884, 'e': 0.012475513349861267}",25,3,34.40080299985981,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.09000000010589294, 'e': 0.012226003082864043}",20,14,11.480630975881288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.09000000009530365, 'e': 0.011981483021206761}",30,20,18.502022150986253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.09000000008577329, 'e': 0.011741853360782626}",25,9,25.287609779417348,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.09000000007719595, 'e': 0.011507016293566973}",20,13,14.608355777914662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.09000000006947637, 'e': 0.011276875967695634}",35,16,27.999556845469815,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.09000000006252873, 'e': 0.01105133844834172}",25,18,14.033541839428835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.09000000005627586, 'e': 0.010830311679374887}",20,3,27.454183316787365,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.09000000005064827, 'e': 0.010613705445787387}",20,6,23.188190091634755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.09000000004558344, 'e': 0.010401431336871641}",25,11,19.639324796338403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.0900000000410251, 'e': 0.010193402710134207}",20,0,26.134541512060323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.09000000003692259, 'e': 0.009989534655931522}",20,11,18.18205867631703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.09000000003323033, 'e': 0.009789743962812892}",25,17,15.404465638425666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.0900000000299073, 'e': 0.009593949083556635}",20,13,12.983871965027062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.09000000002691656, 'e': 0.009402070101885502}",20,4,25.859894128615505,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.09000000002422491, 'e': 0.009214028699847792}",20,14,10.054738315047656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.09000000002180242, 'e': 0.009029748125850836}",25,20,7.049686149328598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.09000000001962218, 'e': 0.008849153163333819}",20,14,12.73526054693187,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.09000000001765995, 'e': 0.008672170100067142}",20,4,21.98907516641136,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.09000000001589396, 'e': 0.0084987266980658}",20,16,8.587342087508116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.09000000001430457, 'e': 0.008328752164104482}",20,5,25.545774408909566,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.0900000000128741, 'e': 0.008162177120822393}",20,14,7.186117225193293,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.0900000000115867, 'e': 0.007998933578405944}",20,14,12.62400009403359,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.09000000001042803, 'e': 0.007838954906837826}",30,11,33.7879222471688,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.09000000000938523, 'e': 0.007682175808701069}",30,21,12.047844221162011,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.0900000000084467, 'e': 0.007528532292527048}",30,16,20.26359424216423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.09000000000760203, 'e': 0.007377961646676506}",20,8,21.416416815524084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.09000000000684183, 'e': 0.007230402413742976}",25,16,11.67203949295956,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.09000000000615764, 'e': 0.007085794365468116}",25,0,34.003379109127664,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.09000000000554188, 'e': 0.006944078478158754}",20,8,17.479990985594842,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.09000000000498769, 'e': 0.006805196908595579}",30,14,24.985853700800465,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.09000000000448892, 'e': 0.006669092970423667}",20,16,6.181574754038595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.09000000000404003, 'e': 0.006535711111015194}",25,0,24.961103603001085,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.09000000000363603, 'e': 0.00640499688879489}",20,0,26.669700806475714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.09000000000327242, 'e': 0.0062768969510189915}",30,23,12.55137306918517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.09000000000294518, 'e': 0.006151359011998612}",20,5,22.79433039302019,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.09000000000265067, 'e': 0.00602833183175864}",25,18,12.58850451293071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.0900000000023856, 'e': 0.005907765195123467}",25,14,16.189458282643784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.09000000000214703, 'e': 0.005789609891220997}",30,14,29.03316582562687,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.09000000000193233, 'e': 0.005673817693396577}",20,10,18.034650064210183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.09000000000173909, 'e': 0.0055603413395286455}",25,11,25.953106235951477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.09000000000156519, 'e': 0.005449134512738073}",30,15,30.641351124206157,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.09000000000140868, 'e': 0.005340151822483311}",25,15,18.58031684444237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.0900000000012678, 'e': 0.005233348786033645}",20,12,10.18973587419137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.09000000000114101, 'e': 0.005128681810312972}",20,3,25.398446850489115,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.09000000000102693, 'e': 0.005026108174106712}",20,0,23.469402040769616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.09000000000092423, 'e': 0.004925586010624578}",20,14,10.532987795877279,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.0900000000008318, 'e': 0.0048270742904120865}",25,12,24.041593181258463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.09000000000074862, 'e': 0.0047305328046038445}",20,16,5.957244151160641,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.09000000000067376, 'e': 0.004635922148511768}",25,10,24.53800758367596,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.09000000000060639, 'e': 0.004543203705541532}",20,6,26.943626280991612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.09000000000054574, 'e': 0.004452339631430702}",25,19,10.618831321750505,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.09000000000049117, 'e': 0.004363292838802087}",20,0,21.91459222637372,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.09000000000044206, 'e': 0.004276026982026045}",20,13,13.632321279068806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.09000000000039785, 'e': 0.004190506442385524}",20,5,22.646482320466575,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.09000000000035806, 'e': 0.004106696313537814}",25,4,31.26698139820195,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.09000000000032225, 'e': 0.004024562387267058}",20,12,15.85306243573131,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.09000000000029003, 'e': 0.003944071139521717}",25,7,27.094393581147536,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.09000000000026102, 'e': 0.0038651897167312817}",20,14,8.640057131651753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.09000000000023492, 'e': 0.003787885922396656}",30,11,19.832646211484565,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.09000000000021142, 'e': 0.003712128203948723}",20,6,19.96958658812027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.09000000000019029, 'e': 0.0036378856398697483}",20,13,15.459194826941433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.09000000000017126, 'e': 0.0035651279270723533}",25,4,33.811207677327744,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.09000000000015414, 'e': 0.003493825368530906}",35,26,13.943140764406294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.09000000000013872, 'e': 0.003423948861160288}",25,0,33.274196937400774,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.09000000000012484, 'e': 0.003355469883937082}",30,19,17.053219298097027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.09000000000011237, 'e': 0.0032883604862583406}",25,18,14.75786657674772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.09000000000010112, 'e': 0.0032225932765331737}",35,27,16.911965187118238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.09000000000009101, 'e': 0.00315814141100251}",25,18,9.541811761997433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.09000000000008192, 'e': 0.00309497858278246}",20,8,20.913547197654783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.09000000000007372, 'e': 0.0030330790111268106}",30,13,33.18183166111383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.09000000000006635, 'e': 0.0029724174309042743}",20,12,12.479643510859223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.09000000000005971, 'e': 0.0029129690822861888}",25,13,18.901932493112746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.09000000000005375, 'e': 0.002854709700640465}",20,8,24.015441392140694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.09000000000004836, 'e': 0.0027976155066276555}",20,12,14.554052791493923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.09000000000004353, 'e': 0.0027416631964951024}",35,18,31.537655266467983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.09000000000003917, 'e': 0.0026868299325652004}",30,11,30.07100100150149,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.09000000000003526, 'e': 0.0026330933339138965}",20,11,16.67086524043447,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.09000000000003174, 'e': 0.0025804314672356185}",20,13,10.457248754051015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.09000000000002856, 'e': 0.002528822837890906}",20,16,8.947048230717687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.0900000000000257, 'e': 0.0024782463811330877}",25,8,27.185202782865417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.09000000000002313, 'e': 0.002428681453510426}",30,20,15.786268319619778,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.09000000000002081, 'e': 0.0023801078244402173}",20,11,12.586343184738023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.09000000000001873, 'e': 0.002332505667951413}",30,0,41.5139987454521,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.09000000000001686, 'e': 0.002285855554592385}",25,5,30.187794835614724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.09000000000001518, 'e': 0.002240138443500537}",20,0,30.620014838949277,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.09000000000001365, 'e': 0.002195335674630526}",20,16,8.329897274992314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.09000000000001229, 'e': 0.0021514289611379157}",25,16,17.94182699714494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.09000000000001106, 'e': 0.0021084003819151573}",30,15,24.76213273501953,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.09000000000000996, 'e': 0.002066232374276854}",25,11,27.16273131725241,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.09000000000000896, 'e': 0.002024907726791317}",20,8,19.42758578946934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.09000000000000806, 'e': 0.0019844095722554907}",20,16,7.282767871565612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.09000000000000725, 'e': 0.0019447213808103808}",20,4,20.02730192921649,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.09000000000000653, 'e': 0.0019058269531941731}",30,10,29.710797740813106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.09000000000000588, 'e': 0.0018677104141302896}",20,6,21.709014825319308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.09000000000000528, 'e': 0.0018303562058476837}",25,20,9.435178387980256,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.09000000000000476, 'e': 0.0017937490817307301}",30,4,36.46703607760677,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.09000000000000428, 'e': 0.0017578741000961154}",20,0,29.835508865007824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
316,False,"{'a': 0.09000000000000385, 'e': 0.001722716618094193}",20,6,24.245798023312243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.09000000000000347, 'e': 0.0016882622857323092}",20,0,27.88973130856235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.09000000000000312, 'e': 0.001654497040017663}",20,0,25.33127228566226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.09000000000000281, 'e': 0.0016214070992173098}",25,5,20.661192025337666,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.09000000000000252, 'e': 0.0015889789572329635}",25,0,28.87091197084474,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.09000000000000227, 'e': 0.0015571993780883042}",30,15,23.720622356576413,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.09000000000000205, 'e': 0.001526055390526538}",25,14,21.200386443472738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.09000000000000184, 'e': 0.0014955342827160073}",20,7,20.47906142282097,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.09000000000000166, 'e': 0.001465623597061687}",25,16,17.70524926236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.0900000000000015, 'e': 0.0014363111251204533}",20,16,7.111158831152863,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.09000000000000134, 'e': 0.0014075849026180442}",20,0,27.685840711046943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.0900000000000012, 'e': 0.0013794332045656834}",25,18,13.170596965155202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.09000000000000109, 'e': 0.0013518445404743697}",30,15,27.53338558485207,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.09000000000000098, 'e': 0.0013248076496648823}",25,11,19.93125872393527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.09000000000000088, 'e': 0.0012983114966715846}",25,18,9.811176281457632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.09000000000000079, 'e': 0.0012723452667381529}",25,17,16.465154748120003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.09000000000000072, 'e': 0.0012468983614033898}",20,0,28.33714403220536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.09000000000000064, 'e': 0.001221960394175322}",25,12,18.392892946769766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.09000000000000058, 'e': 0.0011975211862918155}",20,15,8.796473290598271,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.09000000000000052, 'e': 0.0011735707625659792}",30,22,12.577319711700392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.09000000000000047, 'e': 0.0011500993473146596}",25,1,35.32433446750339,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.09000000000000041, 'e': 0.0011270973603683663}",20,9,18.413547794632073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.09000000000000037, 'e': 0.001104555413160999}",30,11,30.08726486343572,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.09000000000000034, 'e': 0.001082464304897779}",35,27,12.967762653932768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.0900000000000003, 'e': 0.0010608150187998234}",20,11,14.401538762629977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.09000000000000027, 'e': 0.0010395987184238268}",20,0,26.169508360760545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.09000000000000025, 'e': 0.0010188067440553505}",25,0,33.71385117937373,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.09000000000000022, 'e': 0.0009984306091742434}",20,16,6.889869241706581,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,12,23.144630279982895,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,19,18.391056969493942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,11,21.00758633688157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,15,9.051963769625695,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
