trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
169,False,"{'a': 0.09000002054667662, 'e': 0.03357227070617009}",25,11,27.676593796214885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.09000001849200896, 'e': 0.03290082529204669}",30,19,23.463615455115992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.09000001664280806, 'e': 0.03224280878620575}",20,12,11.711226522596577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.09000001497852726, 'e': 0.031597952610481636}",25,9,32.24350967434886,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.09000001348067453, 'e': 0.030965993558272006}",35,21,25.205328065887052,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.09000001213260708, 'e': 0.030346673687106564}",30,17,22.000075563516774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.09000001091934637, 'e': 0.02973974021336443}",20,9,18.62799806603865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.09000000982741173, 'e': 0.029144945409097144}",20,16,7.801834222280678,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.09000000884467056, 'e': 0.0285620465009152}",25,10,24.642374616017065,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.0900000079602035, 'e': 0.027990805570896896}",25,0,37.11528085838147,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.09000000716418315, 'e': 0.027430989459478958}",20,7,26.636979924407388,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.09000000644776483, 'e': 0.026882369670289376}",20,12,11.352474199100175,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.09000000580298835, 'e': 0.02634472227688359}",20,14,11.830048153020096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.09000000522268951, 'e': 0.025817827831345917}",30,14,26.172604119809865,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.09000000470042056, 'e': 0.025301471274718997}",25,2,12.758536400887603,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.0900000042303785, 'e': 0.024795441849224616}",20,14,12.96696634297431,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.09000000380734066, 'e': 0.024299533012240124}",25,0,37.69947983432572,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.09000000342660659, 'e': 0.023813542351995322}",25,15,19.03754778920223,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.09000000308394593, 'e': 0.023337271504955414}",20,10,2.9971988034319303,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.09000000277555134, 'e': 0.022870526074856307}",20,0,29.86240713132167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.09000000249799621, 'e': 0.02241311555335918}",30,15,31.475924873416258,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.09000000224819658, 'e': 0.021964853242291995}",20,0,28.438315065563216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.09000000202337692, 'e': 0.021525556177446156}",25,12,21.230833250065512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.09000000182103923, 'e': 0.02109504505389723}",30,22,16.724189422800432,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.0900000016389353, 'e': 0.020673144152819286}",25,6,22.467049589290603,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.09000000147504178, 'e': 0.0202596812697629}",20,3,29.663936918098578,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.0900000013275376, 'e': 0.019854487644367643}",20,5,27.821918604264077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.09000000119478384, 'e': 0.01945739789148029}",25,15,17.28376777286936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.09000000107530545, 'e': 0.019068249933650683}",20,13,8.955389919887661,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.09000000096777491, 'e': 0.01868688493497767}",20,2,11.68789175590825,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.09000000087099742, 'e': 0.018313147236278113}",20,8,18.699117823201966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.09000000078389768, 'e': 0.017946884291552553}",20,9,19.52760888137071,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.09000000070550791, 'e': 0.0175879466057215}",25,6,19.92479234047702,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.09000000063495711, 'e': 0.01723618767360707}",20,13,14.908515635608389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.0900000005714614, 'e': 0.01689146392013493}",25,5,35.39855214840519,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.09000000051431527, 'e': 0.01655363464173223}",20,14,14.134379792314142,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.09000000046288374, 'e': 0.016222561948897585}",20,8,18.256644359705543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.09000000041659537, 'e': 0.015898110709919634}",30,16,25.991938343940035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.09000000037493583, 'e': 0.01558014849572124}",20,12,13.757384746850786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.09000000033744224, 'e': 0.015268545525806814}",25,13,17.028678012675684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.09000000030369802, 'e': 0.014963174615290679}",25,15,20.50292647531262,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.09000000027332822, 'e': 0.014663911122984865}",20,0,27.27440147855888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.0900000002459954, 'e': 0.014370632900525168}",25,19,11.566406690465442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.09000000022139586, 'e': 0.014083220242514663}",25,8,27.589106228272612,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.09000000019925627, 'e': 0.01380155583766437}",30,18,20.62851085870768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.09000000017933064, 'e': 0.013525524720911083}",20,13,14.858643980246562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.09000000016139757, 'e': 0.01325501422649286}",20,3,27.09613035791928,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.09000000014525782, 'e': 0.012989913941963003}",20,10,16.170692259321896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.09000000013073203, 'e': 0.012730115663123744}",30,22,12.699628040691394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.09000000011765884, 'e': 0.012475513349861267}",20,10,5.666487295676163,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.09000000010589294, 'e': 0.012226003082864043}",20,6,28.963585860830538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.09000000009530365, 'e': 0.011981483021206761}",35,18,28.267029255768648,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.09000000008577329, 'e': 0.011741853360782626}",25,11,24.782527303240215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.09000000007719595, 'e': 0.011507016293566973}",35,23,20.44119841339204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.09000000006947637, 'e': 0.011276875967695634}",20,10,20.54329525923734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.09000000006252873, 'e': 0.01105133844834172}",20,9,18.655381462855182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.09000000005627586, 'e': 0.010830311679374887}",20,11,16.405720031168634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.09000000005064827, 'e': 0.010613705445787387}",20,14,11.044613366324425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.09000000004558344, 'e': 0.010401431336871641}",20,0,27.327022064333484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.0900000000410251, 'e': 0.010193402710134207}",25,15,20.321504477016163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.09000000003692259, 'e': 0.009989534655931522}",25,16,18.26290166679871,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.09000000003323033, 'e': 0.009789743962812892}",30,5,33.59259232163559,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.0900000000299073, 'e': 0.009593949083556635}",25,7,28.376228217506934,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.09000000002691656, 'e': 0.009402070101885502}",30,10,30.83872654880317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.09000000002422491, 'e': 0.009214028699847792}",20,7,-18.8883886413798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.09000000002180242, 'e': 0.009029748125850836}",25,6,31.77903416722723,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.09000000001962218, 'e': 0.008849153163333819}",25,0,41.41732899878224,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.09000000001765995, 'e': 0.008672170100067142}",20,1,-17.426298316491376,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.09000000001589396, 'e': 0.0084987266980658}",25,9,26.612144447578743,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.09000000001430457, 'e': 0.008328752164104482}",30,9,41.080432067570605,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.0900000000128741, 'e': 0.008162177120822393}",20,0,22.546180472058282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.0900000000115867, 'e': 0.007998933578405944}",20,10,22.23145581638262,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.09000000001042803, 'e': 0.007838954906837826}",20,10,18.004311728077735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.09000000000938523, 'e': 0.007682175808701069}",20,13,14.489372645775411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.0900000000084467, 'e': 0.007528532292527048}",20,13,12.7624895478082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.09000000000760203, 'e': 0.007377961646676506}",30,23,15.726608844567151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.09000000000684183, 'e': 0.007230402413742976}",25,7,29.182871534751285,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.09000000000615764, 'e': 0.007085794365468116}",30,21,18.94889971135896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.09000000000554188, 'e': 0.006944078478158754}",30,15,32.27272978089544,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.09000000000498769, 'e': 0.006805196908595579}",20,14,10.817055421276669,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.09000000000448892, 'e': 0.006669092970423667}",30,18,24.293466844182948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.09000000000404003, 'e': 0.006535711111015194}",20,12,12.631516751438323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.09000000000363603, 'e': 0.00640499688879489}",35,23,19.902950214469804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.09000000000327242, 'e': 0.0062768969510189915}",25,14,12.95137470077799,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.09000000000294518, 'e': 0.006151359011998612}",25,6,27.52084572613214,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.09000000000265067, 'e': 0.00602833183175864}",25,0,36.26312615103787,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.0900000000023856, 'e': 0.005907765195123467}",25,10,27.903698615726135,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.09000000000214703, 'e': 0.005789609891220997}",25,11,29.864942302792247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.09000000000193233, 'e': 0.005673817693396577}",25,11,21.868335206454958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.09000000000173909, 'e': 0.0055603413395286455}",30,17,24.581828292311922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.09000000000156519, 'e': 0.005449134512738073}",20,0,26.179809689377635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.09000000000140868, 'e': 0.005340151822483311}",20,11,13.9965501485119,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.0900000000012678, 'e': 0.005233348786033645}",25,15,18.461702722589724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.09000000000114101, 'e': 0.005128681810312972}",25,15,20.227602594154572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.09000000000102693, 'e': 0.005026108174106712}",30,14,21.617015170311888,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.09000000000092423, 'e': 0.004925586010624578}",25,12,23.45505280440731,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.0900000000008318, 'e': 0.0048270742904120865}",35,21,25.53187587392351,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.09000000000074862, 'e': 0.0047305328046038445}",20,14,13.330562285368094,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.09000000000067376, 'e': 0.004635922148511768}",25,18,13.589712297809097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.09000000000060639, 'e': 0.004543203705541532}",35,18,29.743074884868168,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.09000000000054574, 'e': 0.004452339631430702}",20,6,25.127051880613454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.09000000000049117, 'e': 0.004363292838802087}",20,5,21.486533631010357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.09000000000044206, 'e': 0.004276026982026045}",20,8,16.619107788320996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.09000000000039785, 'e': 0.004190506442385524}",20,12,13.29506495381793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.09000000000035806, 'e': 0.004106696313537814}",30,16,26.58671532317503,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.09000000000032225, 'e': 0.004024562387267058}",30,20,20.64387225923964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.09000000000029003, 'e': 0.003944071139521717}",20,0,34.56304553445204,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.09000000000026102, 'e': 0.0038651897167312817}",25,17,14.955827761997432,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.09000000000023492, 'e': 0.003787885922396656}",35,19,30.224705948750877,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.09000000000021142, 'e': 0.003712128203948723}",20,0,33.13460151225273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.09000000000019029, 'e': 0.0036378856398697483}",25,12,20.256741950067457,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.09000000000017126, 'e': 0.0035651279270723533}",25,14,18.181374252952864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.09000000000015414, 'e': 0.003493825368530906}",25,9,31.131059869669926,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.09000000000013872, 'e': 0.003423948861160288}",20,16,6.237601852462158,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.09000000000012484, 'e': 0.003355469883937082}",25,17,14.022581588114756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.09000000000011237, 'e': 0.0032883604862583406}",20,0,33.04191865546345,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.09000000000010112, 'e': 0.0032225932765331737}",20,10,17.830475115665557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.09000000000009101, 'e': 0.00315814141100251}",30,4,38.74448507128317,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.09000000000008192, 'e': 0.00309497858278246}",25,18,13.481716908665343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.09000000000007372, 'e': 0.0030330790111268106}",25,8,26.847994732730122,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.09000000000006635, 'e': 0.0029724174309042743}",25,11,19.970321686170777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.09000000000005971, 'e': 0.0029129690822861888}",25,11,24.027626523835945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.09000000000005375, 'e': 0.002854709700640465}",25,13,22.286802805648996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.09000000000004836, 'e': 0.0027976155066276555}",25,17,15.380618378372136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.09000000000004353, 'e': 0.0027416631964951024}",20,10,12.879333503748663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.09000000000003917, 'e': 0.0026868299325652004}",20,0,29.529952952118045,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.09000000000003526, 'e': 0.0026330933339138965}",25,11,24.29085945789534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.09000000000003174, 'e': 0.0025804314672356185}",30,22,11.09448839173366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.09000000000002856, 'e': 0.002528822837890906}",25,0,35.71199258858617,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.0900000000000257, 'e': 0.0024782463811330877}",25,13,17.815415283703327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.09000000000002313, 'e': 0.002428681453510426}",20,12,14.838070416445369,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.09000000000002081, 'e': 0.0023801078244402173}",25,14,17.665966975499376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.09000000000001873, 'e': 0.002332505667951413}",30,23,12.363490324959638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.09000000000001686, 'e': 0.002285855554592385}",20,4,28.530841862645737,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.09000000000001518, 'e': 0.002240138443500537}",25,18,10.239185618195108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.09000000000001365, 'e': 0.002195335674630526}",20,12,11.499874863968454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.09000000000001229, 'e': 0.0021514289611379157}",30,20,20.249326117113434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.09000000000001106, 'e': 0.0021084003819151573}",30,19,20.626843762914348,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.09000000000000996, 'e': 0.002066232374276854}",20,15,8.560560374240954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.09000000000000896, 'e': 0.002024907726791317}",20,11,15.901905217399882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.09000000000000806, 'e': 0.0019844095722554907}",25,16,14.842366899921233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.09000000000000725, 'e': 0.0019447213808103808}",20,12,15.644179397801192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.09000000000000653, 'e': 0.0019058269531941731}",20,13,14.466932817863498,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.09000000000000588, 'e': 0.0018677104141302896}",20,7,21.1984267553717,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.09000000000000528, 'e': 0.0018303562058476837}",20,6,25.562893876294734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.09000000000000476, 'e': 0.0017937490817307301}",20,13,12.308762387667912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.09000000000000428, 'e': 0.0017578741000961154}",20,7,24.752071335891728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.09000000000000385, 'e': 0.001722716618094193}",35,17,29.33634864055194,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.09000000000000347, 'e': 0.0016882622857323092}",35,18,26.506347898970954,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.09000000000000312, 'e': 0.001654497040017663}",20,6,28.453702863768306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.09000000000000281, 'e': 0.0016214070992173098}",20,10,14.40494218534006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.09000000000000252, 'e': 0.0015889789572329635}",20,14,7.779584558441662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.09000000000000227, 'e': 0.0015571993780883042}",20,9,17.421890098529143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.09000000000000205, 'e': 0.001526055390526538}",25,19,8.80736899089735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.09000000000000184, 'e': 0.0014955342827160073}",20,2,24.625669433546182,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.09000000000000166, 'e': 0.001465623597061687}",30,15,25.649853343621526,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.0900000000000015, 'e': 0.0014363111251204533}",25,14,20.755405620025414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.09000000000000134, 'e': 0.0014075849026180442}",30,21,19.75165766919948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.0900000000000012, 'e': 0.0013794332045656834}",20,5,31.05442527591429,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.09000000000000109, 'e': 0.0013518445404743697}",20,9,19.063792048617035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.09000000000000098, 'e': 0.0013248076496648823}",20,3,31.961708195621554,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.09000000000000088, 'e': 0.0012983114966715846}",30,12,32.808213619732214,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.09000000000000079, 'e': 0.0012723452667381529}",20,14,11.999639230381721,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.09000000000000072, 'e': 0.0012468983614033898}",20,10,20.561956187528565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.09000000000000064, 'e': 0.001221960394175322}",20,9,16.1424245257418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.09000000000000058, 'e': 0.0011975211862918155}",30,2,41.77498119675851,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.09000000000000052, 'e': 0.0011735707625659792}",20,12,11.679221042310584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.09000000000000047, 'e': 0.0011500993473146596}",25,11,22.066820156106854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.09000000000000041, 'e': 0.0011270973603683663}",25,16,14.036346780294512,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.09000000000000037, 'e': 0.001104555413160999}",25,8,27.8197569911158,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.09000000000000034, 'e': 0.001082464304897779}",25,14,19.946137283673604,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.0900000000000003, 'e': 0.0010608150187998234}",20,16,5.075409414247879,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.09000000000000027, 'e': 0.0010395987184238268}",30,23,13.803506688683868,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
